,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
605,606,9,3,85.0,13600,1,0,3,3,0,4,0,12,2,2,0,5,7,5,1965,1990,1,1,6,6,2,176.0,3,4,1,4,4,4,2,454,6,0,314,768,1,4,1,5,1186,800,0,1986,0,0,2,1,3,1,3,7,6,3,Fa,2,1965.0,Unf,2,486,5,5,2,0,42,0,0,189,0,,0,0,0,10,2009,8,4,205000
995,996,8,3,51.0,4712,1,0,0,3,0,4,1,3,1,2,0,0,4,6,1946,1950,1,1,8,8,3,0.0,3,4,1,4,4,4,1,384,6,0,363,747,1,4,1,5,774,456,0,1230,1,0,1,1,3,1,3,5,6,0,,6,1946.0,Unf,1,305,5,5,2,0,57,0,0,63,0,,3,0,0,8,2006,8,0,121600
1222,1223,8,3,78.0,10496,1,0,3,3,0,4,0,12,0,2,0,0,6,5,1949,1950,1,1,13,14,2,320.0,3,4,1,4,4,3,5,196,6,0,844,1040,1,0,1,5,1168,678,0,1846,0,0,2,0,3,1,3,7,6,1,Gd,2,1949.0,Unf,1,315,5,5,2,0,0,0,0,0,0,,2,0,0,1,2007,8,4,143000
872,873,4,3,74.0,8892,1,0,3,3,0,0,0,12,2,2,0,2,5,6,1953,1996,1,1,14,15,3,0.0,2,4,4,4,4,1,6,0,6,0,105,105,1,2,1,5,910,0,0,910,0,0,1,0,3,1,2,5,6,0,,2,1953.0,Unf,2,414,5,5,2,196,0,150,0,0,0,,2,0,0,10,2008,8,4,116000
1179,1180,4,3,77.0,8335,1,0,3,3,0,0,0,7,2,2,0,2,5,4,1954,1954,1,1,13,14,3,0.0,3,4,3,0,0,0,0,0,0,0,0,0,1,2,1,5,1124,0,0,1124,0,0,1,0,3,1,3,5,3,1,Gd,0,,,0,0,0,0,0,0,36,190,0,0,0,,0,0,0,4,2006,8,4,93000
1438,1439,4,4,90.0,7407,1,0,3,3,0,4,0,17,0,2,0,2,6,6,1957,1996,1,1,8,8,3,0.0,3,4,1,4,4,4,3,600,6,0,312,912,1,4,1,1,1236,0,0,1236,1,0,1,0,2,1,3,6,6,0,,2,1957.0,Unf,2,923,5,5,2,0,158,158,0,0,0,,3,0,0,4,2010,8,4,149700
1408,1409,10,4,60.0,7740,1,0,3,3,0,4,0,17,2,2,0,5,4,6,1910,1950,1,1,12,13,3,0.0,3,4,1,2,4,4,6,0,6,0,622,622,1,2,1,5,741,622,0,1363,0,0,1,0,3,1,3,6,6,0,,6,1966.0,Unf,2,528,5,5,2,0,0,0,0,168,0,,0,0,0,6,2010,8,4,125500
299,300,4,3,80.0,14000,1,0,3,3,0,4,0,6,2,2,0,2,6,7,1950,2004,1,1,6,6,3,0.0,3,2,1,4,4,4,6,0,6,0,1092,1092,1,0,1,5,1152,0,0,1152,0,1,1,0,3,1,2,6,6,1,Gd,2,1950.0,Unf,1,300,5,5,2,0,36,0,0,0,0,,1,0,0,8,2009,8,3,158500
324,325,12,3,96.0,11275,1,0,3,3,0,0,0,12,4,2,0,7,7,6,1967,2007,4,6,13,14,2,300.0,2,2,1,3,4,4,6,0,6,0,710,710,1,0,1,5,1898,1080,0,2978,0,0,2,1,5,1,2,11,6,1,Gd,4,1961.0,Fin,2,564,5,5,2,240,0,0,0,0,0,,0,0,0,6,2010,8,4,242000
381,382,4,1,60.0,7200,1,2,3,3,0,4,0,21,2,2,0,2,7,4,2006,2006,1,1,12,13,3,0.0,2,4,2,3,2,4,6,0,6,0,1293,1293,1,0,1,5,1301,0,0,1301,1,0,2,0,2,1,2,5,6,1,Gd,2,2006.0,RFn,2,572,5,5,2,216,121,0,0,0,0,,0,0,0,8,2006,6,5,187750
1335,1336,4,3,80.0,9650,1,0,3,3,0,4,0,14,2,2,0,2,6,4,1977,1977,1,1,9,10,2,360.0,3,4,1,3,4,4,1,686,6,0,664,1350,1,4,1,5,1334,0,0,1334,0,1,2,0,2,1,3,6,6,1,TA,2,1977.0,RFn,2,630,5,5,2,0,16,0,0,0,0,,0,0,0,4,2009,8,4,167900
174,175,4,3,47.0,12416,1,0,0,3,0,4,0,23,2,2,0,2,6,4,1986,1986,1,1,12,10,4,132.0,3,4,1,3,1,4,1,1398,4,42,0,1606,1,4,1,5,1651,0,0,1651,1,0,2,0,3,1,3,7,3,1,TA,2,1986.0,Fin,2,616,5,5,2,192,0,0,0,0,0,,0,0,0,11,2008,8,4,184000
557,558,8,0,60.0,11040,1,0,3,2,0,4,1,9,2,2,0,0,4,5,1920,1950,1,1,8,8,3,0.0,3,4,1,4,4,4,5,637,6,0,0,637,1,2,1,5,897,439,0,1336,0,0,1,1,3,1,3,7,6,0,,5,1994.0,Unf,1,570,5,5,2,0,47,120,0,0,0,,0,0,0,9,2006,0,4,108000
414,415,9,3,59.0,11228,1,0,1,3,0,1,0,20,2,2,0,5,7,4,1993,1993,1,1,12,13,3,0.0,2,4,2,3,4,4,2,50,3,101,499,1080,1,0,1,5,1080,1017,0,2097,0,1,2,1,3,1,2,9,6,1,TA,2,1993.0,Unf,3,678,5,5,2,196,187,0,0,0,0,,0,0,0,12,2008,8,4,228000
1060,1061,0,3,41.0,4920,1,0,3,3,0,4,0,22,2,2,4,2,8,4,2001,2001,1,1,5,5,3,0.0,2,4,2,3,4,3,3,616,6,0,722,1338,1,0,1,5,1338,0,0,1338,1,0,2,0,2,1,2,6,6,0,,2,2001.0,Fin,2,582,5,5,2,0,0,170,0,0,0,,0,0,0,4,2010,8,4,213500
93,94,3,0,60.0,7200,1,0,3,3,0,0,0,17,2,2,1,4,6,5,1910,1998,3,1,8,8,3,0.0,3,4,0,4,1,3,5,1046,6,0,168,1214,2,0,0,5,1260,1031,0,2291,0,1,2,0,4,2,3,9,6,1,Gd,6,1900.0,Unf,2,506,5,5,2,0,0,0,0,99,0,,0,0,0,11,2007,8,4,133900
900,901,4,3,69.0,7340,1,0,0,3,0,4,0,12,2,2,0,2,4,5,1971,1971,1,1,6,6,3,0.0,3,4,1,4,4,4,1,322,6,0,536,858,1,4,1,5,858,0,0,858,0,0,1,0,2,1,3,4,6,0,,6,1979.0,Unf,1,684,5,5,2,0,0,0,0,0,0,,0,0,0,6,2007,8,4,110000
643,644,9,3,80.0,10793,1,0,3,3,0,4,0,14,6,2,0,5,5,4,1969,1969,4,1,14,6,2,263.0,3,4,1,4,4,4,5,493,2,58,0,780,1,0,1,5,780,840,0,1620,0,0,2,1,4,1,3,7,2,0,,2,1969.0,Fin,2,462,5,5,2,208,0,0,0,0,0,,2,0,0,4,2007,8,4,152000
149,150,8,4,69.0,6240,1,0,3,3,0,4,0,3,2,2,0,0,5,3,1936,1950,1,1,8,8,3,0.0,3,4,0,3,4,4,6,0,6,0,896,896,1,2,1,1,896,448,0,1344,0,0,1,0,3,1,3,7,6,0,,6,1936.0,Unf,1,240,2,5,2,200,114,0,0,0,0,,0,0,0,4,2006,8,4,115000
1247,1248,12,3,69.0,12328,1,0,0,3,0,4,0,11,2,2,0,7,6,4,1976,1976,1,1,6,6,2,335.0,3,4,1,4,4,1,3,539,6,0,473,1012,1,4,1,5,1034,0,0,1034,1,0,1,0,3,1,3,6,6,0,,2,1976.0,Unf,3,888,5,5,2,0,0,0,0,0,0,,0,0,0,5,2010,8,4,169900
385,386,0,3,43.0,3182,1,0,3,3,0,4,0,0,2,2,4,2,8,4,2004,2005,1,1,12,13,2,16.0,2,4,2,3,4,4,3,24,6,0,1232,1256,1,0,1,5,1269,0,0,1269,0,0,2,0,2,1,2,6,6,1,TA,2,2004.0,Fin,2,430,5,5,2,146,20,0,0,144,0,,0,0,0,4,2010,8,4,192000
1454,1455,4,1,62.0,7500,1,2,3,3,0,4,0,21,2,2,0,2,7,4,2004,2005,1,1,12,13,3,0.0,2,4,2,3,4,4,3,410,6,0,811,1221,1,0,1,5,1221,0,0,1221,1,0,2,0,2,1,2,6,6,0,,2,2004.0,RFn,2,400,5,5,2,0,113,0,0,0,0,,0,0,0,10,2009,8,4,185000
181,182,10,3,54.0,7588,1,0,3,3,0,4,0,6,2,2,0,5,7,5,1920,1950,1,1,11,12,3,0.0,3,4,0,2,4,4,4,352,6,0,441,793,1,2,1,5,901,901,0,1802,0,0,1,1,4,1,3,9,6,1,Gd,6,1920.0,Unf,1,216,2,5,2,0,0,40,0,0,0,,0,0,0,7,2006,8,4,200100
90,91,4,3,60.0,7200,1,0,3,3,0,4,0,12,2,2,0,2,4,4,1950,1950,1,1,3,14,3,0.0,3,4,3,0,0,0,0,0,0,0,0,0,1,4,1,1,1040,0,0,1040,0,0,1,0,2,1,3,4,6,0,,6,1950.0,Unf,2,420,5,5,2,0,29,0,0,0,0,,0,0,0,7,2006,8,4,109900
247,248,4,3,75.0,11310,1,0,3,3,0,4,0,12,2,2,0,2,6,4,1954,1954,3,1,13,3,3,0.0,3,4,1,4,4,4,6,0,6,0,1367,1367,1,0,1,5,1375,0,0,1375,0,0,1,0,2,1,3,5,6,1,TA,2,1954.0,Unf,2,451,5,5,2,0,30,0,0,0,0,,0,0,0,6,2006,8,4,140000
305,306,4,3,80.0,10386,1,0,3,3,0,4,0,5,2,2,0,2,8,4,2004,2005,1,1,5,5,4,246.0,2,4,2,3,4,4,3,1464,6,0,536,2000,1,0,1,5,2000,0,0,2000,1,0,2,0,3,1,2,8,6,0,,2,2004.0,Fin,3,888,5,5,2,168,0,0,0,0,0,,0,0,0,7,2007,8,4,305900
942,943,14,3,42.0,7711,1,0,0,3,0,4,0,7,2,2,2,2,4,2,1977,1977,1,1,8,8,3,0.0,3,4,2,3,4,2,3,1440,6,0,0,1440,1,4,1,5,1440,0,0,1440,2,0,2,0,4,2,3,8,6,0,,0,,,0,0,0,0,0,321,0,0,0,0,0,,0,0,0,8,2007,7,0,150000
58,59,9,3,66.0,13682,1,0,1,1,0,1,0,22,2,2,0,5,10,4,2006,2006,3,1,12,13,2,1031.0,0,4,2,1,4,2,6,0,6,0,1410,1410,1,0,1,5,1426,1519,0,2945,0,0,3,1,3,1,2,10,6,1,Gd,4,2006.0,Fin,3,641,5,5,2,192,0,37,0,0,0,,0,0,0,10,2006,6,5,438780
1347,1348,4,3,93.0,15306,1,0,0,1,0,0,0,23,2,2,0,2,8,4,2006,2007,1,1,12,13,4,100.0,2,4,2,1,4,2,3,80,6,0,1652,1732,1,0,1,5,1776,0,0,1776,1,0,2,0,3,1,2,7,6,1,Gd,2,2006.0,Fin,3,712,5,5,2,0,0,0,0,0,0,,0,0,0,5,2007,6,5,283463
292,293,8,3,60.0,11409,1,0,3,3,0,4,0,7,2,2,0,0,5,3,1949,2008,1,1,13,14,3,0.0,3,4,1,4,4,4,4,292,6,0,476,768,1,2,1,5,1148,568,0,1716,0,0,1,1,3,1,3,8,3,1,Gd,2,1949.0,Unf,1,281,5,5,2,0,0,0,0,160,0,,0,0,0,1,2009,8,4,131000
929,930,9,3,69.0,13006,1,0,0,3,0,0,0,8,2,2,0,5,7,4,1997,1997,1,1,6,6,2,285.0,3,4,2,3,4,4,6,0,6,0,964,964,1,2,1,5,993,1243,0,2236,0,0,2,1,4,1,2,8,6,1,TA,4,1997.0,Fin,2,642,5,5,2,0,0,0,0,0,0,,0,0,0,11,2006,8,4,222000
1384,1385,8,3,60.0,9060,1,0,3,3,0,4,0,7,2,2,0,0,6,4,1939,1950,1,1,14,15,3,0.0,3,4,0,4,4,3,5,204,6,0,356,560,1,4,1,5,698,560,0,1258,0,0,1,0,2,1,3,6,6,0,,6,1939.0,Unf,1,280,5,5,1,0,0,0,0,0,0,,3,0,0,10,2009,8,4,105000
69,70,8,3,81.0,15593,1,0,3,3,0,0,0,4,2,2,0,0,7,3,1953,1953,1,1,3,0,3,0.0,2,4,1,4,4,4,2,603,6,0,701,1304,2,4,1,5,1304,983,0,2287,0,0,2,0,3,1,3,7,6,1,TA,2,1953.0,Fin,2,667,5,5,2,0,21,114,0,0,0,,0,0,0,7,2006,8,4,225000
816,817,4,3,69.0,11425,1,0,0,3,0,0,0,12,2,2,0,2,5,5,1954,1954,1,1,3,3,3,0.0,3,4,1,4,4,4,2,486,6,0,522,1008,1,2,1,5,1008,0,0,1008,0,0,1,0,2,1,3,4,6,1,Gd,2,1954.0,RFn,1,275,5,5,2,0,0,120,0,0,0,,0,0,0,7,2006,8,4,137000
677,678,5,3,52.0,9022,1,0,3,3,0,4,0,17,2,2,0,2,5,7,1924,2006,1,1,12,13,3,0.0,2,4,0,4,4,4,6,0,6,0,768,768,1,0,1,5,792,0,0,792,0,0,1,0,2,1,2,5,6,0,,6,1924.0,Unf,1,240,2,2,0,316,0,120,0,0,0,,0,0,0,5,2009,8,4,109500
1036,1037,4,3,89.0,12898,1,0,0,1,0,4,0,23,2,2,0,2,9,4,2007,2008,3,1,12,13,4,70.0,2,4,2,1,4,2,3,1022,6,0,598,1620,1,0,1,5,1620,0,0,1620,1,0,2,0,2,1,0,6,6,1,Ex,2,2008.0,Fin,3,912,5,5,2,228,0,0,0,0,0,,0,0,0,9,2009,8,4,315500
486,487,4,3,79.0,10289,1,0,3,3,0,4,0,12,2,2,0,2,5,6,1965,1965,3,1,8,8,2,168.0,3,4,1,4,4,4,1,836,6,0,237,1073,1,4,1,5,1073,0,0,1073,1,0,1,1,3,1,3,6,6,0,,2,1965.0,RFn,2,515,5,5,2,0,0,0,0,0,0,,0,0,0,6,2007,8,4,156000
387,388,12,3,72.0,7200,1,0,3,3,0,4,0,7,2,2,0,7,6,5,1976,1976,3,1,8,8,2,255.0,3,4,1,4,4,1,1,631,6,0,410,1041,1,0,1,5,1125,0,0,1125,1,0,1,0,3,1,3,6,6,1,Fa,6,1977.0,Unf,1,352,5,5,2,296,0,0,0,0,0,,2,0,0,10,2009,8,0,125000
1056,1057,0,3,43.0,7052,1,0,0,3,0,4,0,16,2,2,4,2,7,4,2005,2005,1,1,12,13,4,240.0,2,4,2,3,4,1,3,659,6,0,705,1364,1,0,1,5,1364,0,0,1364,1,0,2,0,2,1,2,6,6,1,Gd,2,2005.0,RFn,2,484,5,5,2,192,36,0,0,0,0,,0,0,0,6,2006,8,4,185850
989,990,9,1,65.0,8125,1,0,3,3,0,4,0,21,2,2,0,5,7,4,2006,2006,1,1,12,13,3,0.0,2,4,2,3,2,4,6,0,6,0,770,770,1,0,1,5,778,798,0,1576,0,0,2,1,3,1,2,6,6,0,,2,2006.0,RFn,2,614,5,5,2,0,50,0,0,0,0,,0,0,0,8,2006,6,5,197000
134,135,4,3,78.0,10335,1,0,0,3,0,4,0,19,2,2,0,2,5,5,1968,1993,1,1,9,10,3,0.0,3,4,1,4,4,4,5,570,6,0,891,1461,1,2,1,5,1721,0,0,1721,0,0,2,1,3,1,3,7,2,1,TA,2,1968.0,RFn,2,440,5,5,2,0,96,180,0,0,0,,3,0,0,7,2006,8,4,180000
548,549,4,4,49.0,8235,1,0,0,1,0,4,0,17,1,7,0,2,5,6,1955,1995,1,1,8,8,3,0.0,3,2,1,4,4,4,4,180,5,119,0,825,1,4,1,5,825,0,0,825,1,0,1,0,2,1,3,4,6,0,,6,1963.0,RFn,2,720,5,5,2,140,50,0,0,0,0,,3,0,0,6,2008,8,4,125000
864,865,4,1,72.0,8640,1,0,3,3,0,4,0,21,2,2,0,2,7,4,2007,2008,1,1,12,13,3,0.0,2,4,2,1,4,4,6,0,6,0,1372,1372,1,0,1,5,1372,0,0,1372,0,0,2,0,3,1,2,6,6,0,,2,2008.0,Fin,2,529,5,5,2,0,140,0,0,0,0,,0,0,0,5,2008,6,5,250580
1433,1434,9,3,93.0,10261,1,0,0,3,0,4,0,8,2,2,0,5,6,4,2000,2000,1,1,12,13,2,318.0,3,4,2,3,4,4,6,0,6,0,936,936,1,0,1,5,962,830,0,1792,1,0,2,1,3,1,3,8,6,1,TA,2,2000.0,Fin,2,451,5,5,2,0,0,0,0,0,0,,0,0,0,5,2008,8,4,186500
888,889,4,3,95.0,15865,1,0,0,3,0,4,1,12,2,2,0,2,8,5,1970,1970,0,5,13,14,3,0.0,2,2,2,4,2,2,1,351,5,136,1043,2217,1,0,1,5,2217,0,0,2217,1,0,2,0,4,1,2,8,6,1,TA,2,1970.0,Unf,2,621,5,5,2,81,207,0,0,224,0,,0,0,0,10,2007,8,4,268000
1311,1312,4,3,68.0,8814,1,0,3,3,0,4,0,5,2,2,0,2,7,4,2005,2007,1,1,12,13,2,80.0,2,4,2,3,4,4,3,925,6,0,349,1274,1,0,1,5,1274,0,0,1274,1,0,2,0,3,1,2,6,6,0,,2,2005.0,RFn,2,508,5,5,2,264,98,0,0,0,0,,0,0,0,1,2007,6,5,203000
806,807,12,3,75.0,9750,1,0,3,3,0,4,0,12,2,2,0,7,5,4,1967,1967,1,1,12,13,3,0.0,3,4,2,4,4,1,1,400,5,93,100,980,1,2,1,5,980,0,0,980,0,0,2,0,3,1,3,6,6,0,,2,1967.0,Fin,1,384,5,5,2,68,0,0,0,0,0,,0,0,0,10,2006,8,4,135500
983,984,9,3,69.0,11250,1,0,3,3,0,0,0,5,2,2,0,5,8,4,2002,2002,1,1,5,5,3,0.0,2,4,2,3,4,3,6,0,6,0,1128,1128,1,0,1,5,1149,1141,0,2290,0,0,2,1,4,1,2,9,6,1,Gd,2,2002.0,Unf,2,779,5,5,2,0,0,0,0,0,0,,0,0,0,5,2008,8,4,255900
917,918,4,3,69.0,17140,1,0,3,3,0,4,0,7,2,2,0,2,4,5,1956,1956,1,1,12,13,3,0.0,3,4,1,4,4,4,1,1059,6,0,75,1134,1,0,1,1,1229,0,0,1229,0,0,1,0,3,1,3,6,6,0,,2,1956.0,RFn,1,284,5,5,2,0,0,0,0,0,0,,0,0,0,4,2009,8,4,135000
1046,1047,9,3,85.0,16056,1,0,0,3,0,4,0,22,2,2,0,5,9,4,2005,2006,3,1,5,5,4,208.0,2,4,2,1,4,1,3,240,6,0,1752,1992,1,0,1,5,1992,876,0,2868,0,0,3,1,4,1,0,11,6,1,Gd,4,2005.0,Fin,3,716,5,5,2,214,108,0,0,0,0,,0,0,0,7,2006,6,5,556581
1121,1122,4,3,84.0,10084,1,0,3,3,0,4,0,5,2,2,0,2,7,4,2005,2006,1,1,12,13,2,196.0,2,4,2,3,4,1,3,24,6,0,1528,1552,1,0,1,5,1552,0,0,1552,0,0,2,0,3,1,2,7,6,0,,2,2005.0,RFn,3,782,5,5,2,144,20,0,0,0,0,,0,0,0,7,2006,6,5,212900
559,560,0,3,69.0,3196,1,0,3,3,0,4,0,0,2,2,4,2,7,4,2003,2004,1,1,12,13,2,18.0,2,4,2,3,4,2,6,0,6,0,1374,1374,1,0,1,5,1557,0,0,1557,0,0,2,0,2,1,2,7,6,1,TA,2,2003.0,Fin,2,420,5,5,2,143,20,0,0,0,0,,0,0,0,10,2006,8,4,234000
372,373,0,3,50.0,7175,1,0,3,3,0,4,0,20,2,2,4,2,6,4,1984,1984,1,1,9,10,3,0.0,3,4,1,3,4,4,1,623,4,16,0,744,1,4,1,5,752,0,0,752,1,0,1,0,2,1,3,4,6,0,,2,1984.0,Unf,1,264,5,5,2,353,0,0,0,90,0,,3,0,0,2,2010,8,4,125000
392,393,4,3,69.0,8339,1,0,0,3,0,4,0,12,2,2,0,2,5,6,1959,1959,1,1,8,8,3,0.0,3,4,3,0,0,0,0,0,0,0,0,0,1,4,1,5,882,0,0,882,0,0,1,0,3,1,3,5,6,0,,2,1959.0,RFn,1,294,5,5,2,0,0,0,0,0,0,,3,3,1200,7,2007,8,4,106500
554,555,9,3,85.0,10625,1,0,3,3,0,4,0,16,2,2,0,5,7,4,2003,2004,1,1,12,13,2,292.0,2,4,2,3,4,4,3,866,6,0,132,998,1,0,1,5,1006,1040,0,2046,1,0,2,1,3,1,2,8,6,1,Gd,4,2003.0,RFn,3,871,5,5,2,320,62,0,0,0,0,,0,0,0,8,2008,8,4,284000
692,693,9,3,42.0,26178,1,0,0,3,0,4,1,23,2,2,0,5,7,4,1989,1990,3,1,8,8,2,293.0,2,4,2,3,4,2,3,965,6,0,245,1210,1,0,1,5,1238,1281,0,2519,1,0,2,1,4,1,2,9,6,2,Gd,2,1989.0,RFn,2,628,5,5,2,320,27,0,0,0,0,,0,0,0,4,2006,8,4,335000
364,365,9,3,69.0,18800,1,0,0,3,0,2,0,14,2,2,0,5,6,4,1976,1976,1,1,6,6,2,120.0,3,4,2,3,4,3,3,712,6,0,84,796,1,4,1,5,790,784,0,1574,1,0,2,1,3,1,3,6,6,1,TA,2,1976.0,Fin,2,566,5,5,2,306,111,0,0,0,0,,0,0,0,7,2006,8,4,190000
1200,1201,4,3,71.0,9353,1,0,3,3,0,4,0,12,2,2,0,2,4,4,1970,1970,1,1,8,8,3,0.0,3,4,1,4,4,4,6,0,6,0,864,864,1,2,1,5,864,0,0,864,0,0,1,0,3,1,3,5,6,0,,2,1972.0,Unf,1,280,5,5,2,0,0,0,0,0,0,,0,3,0,7,2006,7,0,116050
838,839,4,3,75.0,9525,1,0,3,3,0,4,0,5,2,2,0,2,5,5,1995,2006,1,1,12,13,3,0.0,3,4,2,3,4,4,6,0,6,0,1099,1099,1,0,1,5,1099,0,0,1099,0,0,1,1,3,1,2,6,6,0,,2,1999.0,Unf,1,352,5,5,2,278,0,0,0,0,0,,0,0,0,6,2008,8,4,144000
261,262,9,3,69.0,9588,1,0,0,3,0,4,0,5,2,2,0,5,8,4,2007,2007,1,1,5,5,4,270.0,2,4,2,1,4,4,6,0,6,0,1482,1482,1,0,1,5,1482,1092,0,2574,0,0,2,1,3,1,0,10,6,1,Gd,4,2007.0,Fin,3,868,5,5,2,0,148,0,0,0,0,,0,0,0,11,2007,6,5,276000
1117,1118,4,3,57.0,9764,1,0,0,3,0,2,0,19,1,2,0,2,5,6,1967,2003,1,1,12,13,3,0.0,3,4,1,4,4,4,2,702,6,0,192,894,1,0,1,5,894,0,0,894,1,0,1,0,3,1,2,5,6,0,,2,1967.0,RFn,2,450,5,5,2,0,0,0,0,0,0,,0,0,0,5,2008,8,4,130000
320,321,9,3,111.0,16259,1,0,3,3,0,0,0,16,2,2,0,5,9,4,2006,2006,1,1,12,13,4,370.0,3,4,2,1,2,1,6,0,6,0,1249,1249,1,0,1,5,1249,1347,0,2596,0,0,3,1,4,1,2,9,6,0,,2,2006.0,RFn,3,840,5,5,2,240,154,0,0,0,0,,0,0,0,9,2006,6,5,342643
410,411,4,3,68.0,9571,1,0,3,3,0,4,0,7,2,2,0,2,5,2,1958,1958,1,1,2,2,3,0.0,3,1,1,4,1,4,6,0,6,0,1276,1276,1,4,1,1,1276,0,0,1276,0,0,1,0,3,1,3,5,4,0,,2,1958.0,Unf,1,350,5,5,2,0,0,0,0,0,0,,0,0,0,6,2009,0,0,60000
1102,1103,4,3,70.0,7000,1,0,3,3,0,4,0,12,2,2,0,2,5,6,1960,2002,1,1,13,14,2,45.0,3,4,1,4,4,4,5,588,6,0,422,1010,1,0,1,5,1134,0,0,1134,0,0,1,0,2,1,3,6,6,0,,2,1960.0,RFn,1,254,5,5,2,0,16,0,0,0,0,,4,0,0,4,2007,8,3,135000
373,374,4,3,79.0,10634,1,0,3,3,0,4,0,12,2,2,0,2,5,5,1953,1953,1,1,8,8,3,0.0,3,4,2,4,4,4,2,428,4,36,0,608,1,4,1,5,1319,0,0,1319,1,0,1,0,3,1,3,5,3,0,,2,1953.0,Unf,1,270,5,5,2,66,0,0,0,0,0,,2,0,0,11,2009,8,4,123000
1318,1319,4,3,69.0,14781,1,0,1,3,0,1,0,5,2,2,0,2,8,4,2001,2002,3,1,12,13,2,178.0,2,4,2,3,4,2,6,0,6,0,1753,1753,1,0,1,5,1787,0,0,1787,0,0,2,0,3,1,2,7,6,1,TA,2,2001.0,RFn,3,748,5,5,2,198,150,0,0,0,0,,0,0,0,8,2006,8,4,275000
60,61,4,3,63.0,13072,1,0,3,3,0,4,0,20,5,2,0,2,6,4,2004,2004,1,1,12,13,3,0.0,3,4,2,3,4,4,1,941,6,0,217,1158,1,0,1,5,1158,0,0,1158,1,0,1,1,3,1,2,5,6,0,,6,2006.0,Unf,2,576,5,5,2,0,50,0,0,0,0,,0,0,0,5,2006,6,5,158000
527,528,9,3,67.0,14948,1,0,0,3,0,4,0,16,2,2,0,5,9,4,2008,2008,3,1,12,13,4,268.0,0,4,2,1,4,1,3,1330,6,0,122,1452,1,0,1,5,1476,1237,0,2713,1,0,2,1,3,1,0,11,6,1,Gd,2,2008.0,Fin,3,858,5,5,2,126,66,0,0,0,0,,0,0,0,11,2008,6,5,446261
801,802,5,4,40.0,4800,1,0,3,3,0,4,0,9,2,2,0,2,4,6,1916,1990,1,1,8,8,3,0.0,3,4,1,4,4,4,4,197,6,0,999,1196,1,0,1,1,1196,0,0,1196,1,0,1,0,2,1,3,5,6,0,,6,1957.0,Unf,2,440,5,5,2,0,0,0,0,0,0,,0,0,0,7,2007,8,4,109900
207,208,4,3,69.0,12493,1,0,0,3,0,4,0,12,2,2,0,2,4,4,1960,1960,1,1,13,14,3,0.0,3,4,2,4,4,4,1,419,5,61,375,1100,1,4,1,5,1100,0,0,1100,1,0,1,0,3,1,3,6,6,1,Po,2,1960.0,RFn,1,312,5,5,2,355,0,0,0,0,0,,2,0,0,4,2008,8,4,141000
1459,1460,4,3,75.0,9937,1,0,3,3,0,4,0,7,2,2,0,2,5,5,1965,1965,1,1,6,6,3,0.0,2,4,1,4,4,4,2,830,4,59,136,1256,1,2,1,5,1256,0,0,1256,1,0,1,1,3,1,3,6,6,0,,2,1965.0,Fin,1,276,5,5,2,736,68,0,0,0,0,,0,0,0,6,2008,8,4,147500
1165,1166,4,3,79.0,9541,1,0,0,3,0,4,0,16,2,2,0,2,7,4,2009,2009,1,1,12,13,4,268.0,2,4,2,3,4,4,6,0,6,0,1502,1502,1,0,1,5,1502,0,0,1502,0,0,2,0,3,1,2,7,6,0,,2,2009.0,RFn,2,644,5,5,2,0,114,0,0,0,0,,0,0,0,9,2009,6,5,233170
969,970,3,3,75.0,10382,1,0,3,3,0,4,0,12,2,2,1,7,6,4,1958,1958,3,1,6,6,2,105.0,3,1,1,4,4,2,1,513,6,0,75,588,1,4,1,5,1095,0,0,1095,1,0,1,0,2,1,3,6,6,0,,2,1958.0,RFn,1,264,5,5,2,0,0,0,0,0,0,,0,0,0,3,2006,3,4,140000
898,899,4,3,100.0,12919,1,0,0,3,0,4,0,16,2,2,0,2,9,4,2009,2010,3,1,12,13,4,760.0,0,4,2,1,4,2,3,2188,6,0,142,2330,1,0,1,5,2364,0,0,2364,1,0,2,1,2,1,0,11,6,2,Gd,2,2009.0,Fin,3,820,5,5,2,0,67,0,0,0,0,,0,0,0,3,2010,6,5,611657
